Date,Month,Day,Year,Day of Week,Hour,Primary Type,Description,Crime Category
03/18/2020 4:35:00 AM,March,18,2020,Wednesday,4,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 4:30:00 AM,March,18,2020,Wednesday,4,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,Violent
03/18/2020 4:30:00 AM,March,18,2020,Wednesday,4,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 4:20:00 AM,March,18,2020,Wednesday,4,THEFT,$500 AND UNDER,Property
03/18/2020 4:15:00 AM,March,18,2020,Wednesday,4,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 4:00:00 AM,March,18,2020,Wednesday,4,THEFT,$500 AND UNDER,Property
03/18/2020 4:00:00 AM,March,18,2020,Wednesday,4,OTHER OFFENSE,HARASSMENT BY TELEPHONE,Other
03/18/2020 3:59:00 AM,March,18,2020,Wednesday,3,OTHER OFFENSE,OTHER VEHICLE OFFENSE,Other
03/18/2020 3:30:00 AM,March,18,2020,Wednesday,3,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/18/2020 3:23:00 AM,March,18,2020,Wednesday,3,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/18/2020 3:10:00 AM,March,18,2020,Wednesday,3,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,Violent
03/18/2020 3:10:00 AM,March,18,2020,Wednesday,3,ROBBERY,AGGRAVATED,Violent
03/18/2020 3:05:00 AM,March,18,2020,Wednesday,3,ASSAULT,AGGRAVATED - HANDGUN,Violent
03/18/2020 3:05:00 AM,March,18,2020,Wednesday,3,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,Public Order
03/18/2020 3:00:00 AM,March,18,2020,Wednesday,3,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/18/2020 3:00:00 AM,March,18,2020,Wednesday,3,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 3:00:00 AM,March,18,2020,Wednesday,3,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,Violent
03/18/2020 2:56:00 AM,March,18,2020,Wednesday,2,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 2:48:00 AM,March,18,2020,Wednesday,2,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,Violent
03/18/2020 2:46:00 AM,March,18,2020,Wednesday,2,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/18/2020 2:35:00 AM,March,18,2020,Wednesday,2,ASSAULT,SIMPLE,Violent
03/18/2020 2:30:00 AM,March,18,2020,Wednesday,2,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 2:25:00 AM,March,18,2020,Wednesday,2,BATTERY,AGGRAVATED - HANDGUN,Violent
03/18/2020 2:25:00 AM,March,18,2020,Wednesday,2,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/18/2020 2:15:00 AM,March,18,2020,Wednesday,2,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 2:13:00 AM,March,18,2020,Wednesday,2,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/18/2020 2:13:00 AM,March,18,2020,Wednesday,2,BATTERY,SIMPLE,Violent
03/18/2020 2:11:00 AM,March,18,2020,Wednesday,2,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,Public Order
03/18/2020 2:07:00 AM,March,18,2020,Wednesday,2,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 2:04:00 AM,March,18,2020,Wednesday,2,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 2:03:00 AM,March,18,2020,Wednesday,2,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/18/2020 2:00:00 AM,March,18,2020,Wednesday,2,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 2:00:00 AM,March,18,2020,Wednesday,2,THEFT,$500 AND UNDER,Property
03/18/2020 2:00:00 AM,March,18,2020,Wednesday,2,BATTERY,SIMPLE,Violent
03/18/2020 2:00:00 AM,March,18,2020,Wednesday,2,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 2:00:00 AM,March,18,2020,Wednesday,2,THEFT,RETAIL THEFT,Property
03/18/2020 1:58:00 AM,March,18,2020,Wednesday,1,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,Public Order
03/18/2020 1:57:00 AM,March,18,2020,Wednesday,1,THEFT,RETAIL THEFT,Property
03/18/2020 1:57:00 AM,March,18,2020,Wednesday,1,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,Public Order
03/18/2020 1:56:00 AM,March,18,2020,Wednesday,1,BATTERY,AGGRAVATED - HANDGUN,Violent
03/18/2020 1:51:00 AM,March,18,2020,Wednesday,1,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/18/2020 1:42:00 AM,March,18,2020,Wednesday,1,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 1:39:00 AM,March,18,2020,Wednesday,1,CRIMINAL DAMAGE,TO PROPERTY,Property
03/18/2020 1:35:00 AM,March,18,2020,Wednesday,1,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,Other
03/18/2020 1:30:00 AM,March,18,2020,Wednesday,1,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 1:30:00 AM,March,18,2020,Wednesday,1,BURGLARY,FORCIBLE ENTRY,Property
03/18/2020 1:30:00 AM,March,18,2020,Wednesday,1,THEFT,OVER $500,Property
03/18/2020 1:21:00 AM,March,18,2020,Wednesday,1,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,Violent
03/18/2020 1:12:00 AM,March,18,2020,Wednesday,1,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,Public Order
03/18/2020 1:10:00 AM,March,18,2020,Wednesday,1,CRIMINAL TRESPASS,TO LAND,Property
03/18/2020 1:10:00 AM,March,18,2020,Wednesday,1,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/18/2020 1:06:00 AM,March,18,2020,Wednesday,1,ASSAULT,SIMPLE,Violent
03/18/2020 1:00:00 AM,March,18,2020,Wednesday,1,THEFT,FROM BUILDING,Property
03/18/2020 1:00:00 AM,March,18,2020,Wednesday,1,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/18/2020 1:00:00 AM,March,18,2020,Wednesday,1,THEFT,$500 AND UNDER,Property
03/18/2020 1:00:00 AM,March,18,2020,Wednesday,1,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 1:00:00 AM,March,18,2020,Wednesday,1,THEFT,$500 AND UNDER,Property
03/18/2020 12:53:00 AM,March,18,2020,Wednesday,0,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,Violent
03/18/2020 12:51:00 AM,March,18,2020,Wednesday,0,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",Violent
03/18/2020 12:50:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:45:00 AM,March,18,2020,Wednesday,0,CRIMINAL DAMAGE,TO PROPERTY,Property
03/18/2020 12:44:00 AM,March,18,2020,Wednesday,0,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 12:44:00 AM,March,18,2020,Wednesday,0,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/18/2020 12:37:00 AM,March,18,2020,Wednesday,0,BATTERY,SIMPLE,Violent
03/18/2020 12:30:00 AM,March,18,2020,Wednesday,0,CRIMINAL TRESPASS,TO LAND,Property
03/18/2020 12:30:00 AM,March,18,2020,Wednesday,0,BATTERY,SIMPLE,Violent
03/18/2020 12:25:00 AM,March,18,2020,Wednesday,0,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,Violent
03/18/2020 12:24:00 AM,March,18,2020,Wednesday,0,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/18/2020 12:15:00 AM,March,18,2020,Wednesday,0,OTHER OFFENSE,HARASSMENT BY TELEPHONE,Other
03/18/2020 12:03:00 AM,March,18,2020,Wednesday,0,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,Violent
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,HOMICIDE,FIRST DEGREE MURDER,Violent
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,SEX OFFENSE,OTHER,Violent
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,Violent
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,OTHER OFFENSE,TELEPHONE THREAT,Other
03/18/2020 12:01:00 AM,March,18,2020,Wednesday,0,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,CRIMINAL DAMAGE,TO VEHICLE,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,OVER $500,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,OTHER OFFENSE,HARASSMENT BY TELEPHONE,Other
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,$500 AND UNDER,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,CRIMINAL DAMAGE,TO PROPERTY,Property
03/18/2020 12:00:00 AM,March,18,2020,Wednesday,0,THEFT,$500 AND UNDER,Property
03/17/2020 11:48:00 PM,March,17,2020,Tuesday,23,THEFT,RETAIL THEFT,Property
03/17/2020 11:45:00 PM,March,17,2020,Tuesday,23,CRIMINAL TRESPASS,TO VEHICLE,Property
03/17/2020 11:36:00 PM,March,17,2020,Tuesday,23,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,Violent
03/17/2020 11:28:00 PM,March,17,2020,Tuesday,23,BATTERY,SIMPLE,Violent
03/17/2020 11:20:00 PM,March,17,2020,Tuesday,23,BATTERY,SIMPLE,Violent
03/17/2020 11:17:00 PM,March,17,2020,Tuesday,23,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 11:15:00 PM,March,17,2020,Tuesday,23,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 11:15:00 PM,March,17,2020,Tuesday,23,BATTERY,SIMPLE,Violent
03/17/2020 11:10:00 PM,March,17,2020,Tuesday,23,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,Other
03/17/2020 11:08:00 PM,March,17,2020,Tuesday,23,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,Drug
03/17/2020 11:08:00 PM,March,17,2020,Tuesday,23,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 11:07:00 PM,March,17,2020,Tuesday,23,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,Violent
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,BATTERY,SIMPLE,Violent
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,CRIMINAL SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,Violent
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,THEFT,OVER $500,Property
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,THEFT,OVER $500,Property
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 11:00:00 PM,March,17,2020,Tuesday,23,BATTERY,SIMPLE,Violent
03/17/2020 10:58:00 PM,March,17,2020,Tuesday,22,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 10:47:00 PM,March,17,2020,Tuesday,22,NARCOTICS,POSSESS - SYNTHETIC DRUGS,Drug
03/17/2020 10:45:00 PM,March,17,2020,Tuesday,22,THEFT,$500 AND UNDER,Property
03/17/2020 10:45:00 PM,March,17,2020,Tuesday,22,CRIMINAL TRESPASS,TO LAND,Property
03/17/2020 10:43:00 PM,March,17,2020,Tuesday,22,WEAPONS VIOLATION,POSSESS FIREARM / AMMUNITION - NO FOID CARD,Public Order
03/17/2020 10:42:00 PM,March,17,2020,Tuesday,22,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 10:40:00 PM,March,17,2020,Tuesday,22,THEFT,RETAIL THEFT,Property
03/17/2020 10:40:00 PM,March,17,2020,Tuesday,22,OTHER OFFENSE,TELEPHONE THREAT,Other
03/17/2020 10:31:00 PM,March,17,2020,Tuesday,22,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 10:30:00 PM,March,17,2020,Tuesday,22,ROBBERY,AGGRAVATED,Violent
03/17/2020 10:30:00 PM,March,17,2020,Tuesday,22,THEFT,RETAIL THEFT,Property
03/17/2020 10:29:00 PM,March,17,2020,Tuesday,22,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 10:28:00 PM,March,17,2020,Tuesday,22,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 10:25:00 PM,March,17,2020,Tuesday,22,BATTERY,SIMPLE,Violent
03/17/2020 10:20:00 PM,March,17,2020,Tuesday,22,OTHER OFFENSE,OTHER VEHICLE OFFENSE,Other
03/17/2020 10:18:00 PM,March,17,2020,Tuesday,22,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 10:15:00 PM,March,17,2020,Tuesday,22,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 10:12:00 PM,March,17,2020,Tuesday,22,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 10:09:00 PM,March,17,2020,Tuesday,22,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,Public Order
03/17/2020 10:05:00 PM,March,17,2020,Tuesday,22,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,THEFT,OVER $500,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,THEFT,OVER $500,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,THEFT,$500 AND UNDER,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,OTHER OFFENSE,TELEPHONE THREAT,Other
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,CRIMINAL TRESPASS,TO LAND,Property
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 10:00:00 PM,March,17,2020,Tuesday,22,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 9:52:00 PM,March,17,2020,Tuesday,21,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,Drug
03/17/2020 9:50:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 9:45:00 PM,March,17,2020,Tuesday,21,THEFT,RETAIL THEFT,Property
03/17/2020 9:40:00 PM,March,17,2020,Tuesday,21,THEFT,$500 AND UNDER,Property
03/17/2020 9:36:00 PM,March,17,2020,Tuesday,21,ASSAULT,SIMPLE,Violent
03/17/2020 9:35:00 PM,March,17,2020,Tuesday,21,THEFT,OVER $500,Property
03/17/2020 9:33:00 PM,March,17,2020,Tuesday,21,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,Other
03/17/2020 9:30:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 9:30:00 PM,March,17,2020,Tuesday,21,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",Violent
03/17/2020 9:30:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:30:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:30:00 PM,March,17,2020,Tuesday,21,THEFT,$500 AND UNDER,Property
03/17/2020 9:25:00 PM,March,17,2020,Tuesday,21,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,Violent
03/17/2020 9:24:00 PM,March,17,2020,Tuesday,21,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/17/2020 9:24:00 PM,March,17,2020,Tuesday,21,BATTERY,AGGRAVATED - HANDGUN,Violent
03/17/2020 9:20:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:20:00 PM,March,17,2020,Tuesday,21,THEFT,FROM BUILDING,Property
03/17/2020 9:15:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:13:00 PM,March,17,2020,Tuesday,21,BATTERY,SIMPLE,Violent
03/17/2020 9:12:00 PM,March,17,2020,Tuesday,21,BATTERY,SIMPLE,Violent
03/17/2020 9:10:00 PM,March,17,2020,Tuesday,21,BATTERY,SIMPLE,Violent
03/17/2020 9:09:00 PM,March,17,2020,Tuesday,21,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),Drug
03/17/2020 9:07:00 PM,March,17,2020,Tuesday,21,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 9:05:00 PM,March,17,2020,Tuesday,21,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 9:04:00 PM,March,17,2020,Tuesday,21,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,Other
03/17/2020 9:02:00 PM,March,17,2020,Tuesday,21,THEFT,RETAIL THEFT,Property
03/17/2020 9:02:00 PM,March,17,2020,Tuesday,21,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,Other
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,OTHER OFFENSE,TELEPHONE THREAT,Other
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,BATTERY,AGGRAVATED - HANDGUN,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,BATTERY,SIMPLE,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,BATTERY,SIMPLE,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,ASSAULT,SIMPLE,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,BATTERY,AGGRAVATED - HANDGUN,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,ASSAULT,AGGRAVATED - HANDGUN,Violent
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,THEFT,OVER $500,Property
03/17/2020 9:00:00 PM,March,17,2020,Tuesday,21,THEFT,$500 AND UNDER,Property
03/17/2020 8:55:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 8:50:00 PM,March,17,2020,Tuesday,20,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 8:48:00 PM,March,17,2020,Tuesday,20,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/17/2020 8:46:00 PM,March,17,2020,Tuesday,20,CRIMINAL TRESPASS,TO LAND,Property
03/17/2020 8:45:00 PM,March,17,2020,Tuesday,20,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 8:38:00 PM,March,17,2020,Tuesday,20,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),Drug
03/17/2020 8:37:00 PM,March,17,2020,Tuesday,20,ARSON,AGGRAVATED,Property
03/17/2020 8:36:00 PM,March,17,2020,Tuesday,20,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 8:35:00 PM,March,17,2020,Tuesday,20,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,Property
03/17/2020 8:30:00 PM,March,17,2020,Tuesday,20,THEFT,RETAIL THEFT,Property
03/17/2020 8:30:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 8:30:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 8:30:00 PM,March,17,2020,Tuesday,20,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 8:19:00 PM,March,17,2020,Tuesday,20,THEFT,RETAIL THEFT,Property
03/17/2020 8:17:00 PM,March,17,2020,Tuesday,20,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 8:17:00 PM,March,17,2020,Tuesday,20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/17/2020 8:16:00 PM,March,17,2020,Tuesday,20,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,Public Order
03/17/2020 8:15:00 PM,March,17,2020,Tuesday,20,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/17/2020 8:15:00 PM,March,17,2020,Tuesday,20,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 8:09:00 PM,March,17,2020,Tuesday,20,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/17/2020 8:03:00 PM,March,17,2020,Tuesday,20,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/17/2020 8:03:00 PM,March,17,2020,Tuesday,20,THEFT,FROM BUILDING,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,THEFT,$500 AND UNDER,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,Other
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,NARCOTICS,FOUND SUSPECT NARCOTICS,Drug
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,THEFT,$500 AND UNDER,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,ROBBERY,AGGRAVATED,Violent
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,THEFT,OVER $500,Property
03/17/2020 8:00:00 PM,March,17,2020,Tuesday,20,DECEPTIVE PRACTICE,BOGUS CHECK,Property
03/17/2020 7:57:00 PM,March,17,2020,Tuesday,19,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,Public Order
03/17/2020 7:55:00 PM,March,17,2020,Tuesday,19,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 7:49:00 PM,March,17,2020,Tuesday,19,CRIMINAL DAMAGE,TO PROPERTY,Property
03/17/2020 7:47:00 PM,March,17,2020,Tuesday,19,ASSAULT,AGGRAVATED - HANDGUN,Violent
03/17/2020 7:47:00 PM,March,17,2020,Tuesday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 7:47:00 PM,March,17,2020,Tuesday,19,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,Public Order
03/17/2020 7:45:00 PM,March,17,2020,Tuesday,19,THEFT,RETAIL THEFT,Property
03/17/2020 7:42:00 PM,March,17,2020,Tuesday,19,BATTERY,SIMPLE,Violent
03/17/2020 7:40:00 PM,March,17,2020,Tuesday,19,BATTERY,SIMPLE,Violent
03/17/2020 7:40:00 PM,March,17,2020,Tuesday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,BATTERY,SIMPLE,Violent
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",Violent
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,THEFT,$500 AND UNDER,Property
03/17/2020 7:30:00 PM,March,17,2020,Tuesday,19,BATTERY,SIMPLE,Violent
03/17/2020 7:25:00 PM,March,17,2020,Tuesday,19,BATTERY,AGGRAVATED - HANDGUN,Violent
03/17/2020 7:25:00 PM,March,17,2020,Tuesday,19,BURGLARY,FORCIBLE ENTRY,Property
03/17/2020 7:18:00 PM,March,17,2020,Tuesday,19,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,Property
03/17/2020 7:17:00 PM,March,17,2020,Tuesday,19,BURGLARY,UNLAWFUL ENTRY,Property
03/17/2020 7:15:00 PM,March,17,2020,Tuesday,19,CRIMINAL TRESPASS,TO LAND,Property
03/17/2020 7:14:00 PM,March,17,2020,Tuesday,19,THEFT,$500 AND UNDER,Property
03/17/2020 7:12:00 PM,March,17,2020,Tuesday,19,THEFT,RETAIL THEFT,Property
03/17/2020 7:07:00 PM,March,17,2020,Tuesday,19,THEFT,$500 AND UNDER,Property
03/17/2020 7:02:00 PM,March,17,2020,Tuesday,19,ASSAULT,AGGRAVATED - HANDGUN,Violent
03/17/2020 7:00:00 PM,March,17,2020,Tuesday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
